INGRESOS	PRIMARY	0	1	id_ingresos
INGRESOS	vario	1	1	id_dcat_varios
INVITADOS_ESPECIALES	PRIMARY	0	1	id_invitados_especiales
NOTIFICACIONES	fk_NOTIFICACIONES_CAT_TIPOS_NOTIFICACIONES_idx	1	1	id_cat_tipos_notificaciones
NOTIFICACIONES	fk_NOTIFICACIONES_DCAT_CATEGORIAS_NOTIFICACIONES1_idx	1	1	id_dcat_categorias_notificaciones
NOTIFICACIONES	fk_NOTIFICACIONES_DIRECTORIO1_idx	1	1	id_directorio
NOTIFICACIONES	PRIMARY	0	1	id_notificaciones
PAGOS	areaPrivativa	1	1	id_pagos
PAGOS	id_areas_privativas	1	1	id_areas_privativas
PAGOS	PRIMARY	0	1	id_pagos
PASSWORD_RESET_TOKENS	idx_directorio	1	1	id_directorio
PASSWORD_RESET_TOKENS	idx_email	1	1	email
PASSWORD_RESET_TOKENS	idx_token	1	1	token
PASSWORD_RESET_TOKENS	PRIMARY	0	1	id
presentaciones_artistas	idx_presentaciones_artista_fecha	1	1	id_artista
presentaciones_artistas	idx_presentaciones_artista_fecha	1	2	fecha_hora_inicio
presentaciones_artistas	idx_presentaciones_escenario_fecha	1	1	id_escenario
presentaciones_artistas	idx_presentaciones_escenario_fecha	1	2	fecha_hora_inicio
presentaciones_artistas	idx_presentaciones_rango	1	1	fecha_hora_inicio
presentaciones_artistas	idx_presentaciones_rango	1	2	fecha_hora_fin
presentaciones_artistas	PRIMARY	0	1	id
presentaciones_artistas	uk_presentacion_exacta	0	1	id_artista
presentaciones_artistas	uk_presentacion_exacta	0	2	id_escenario
presentaciones_artistas	uk_presentacion_exacta	0	3	fecha_hora_inicio
presentaciones_artistas	uk_presentacion_exacta	0	4	fecha_hora_fin
PRESUPUESTO	PRIMARY	0	1	id_presupuesto
PRESUPUESTO_DETALLE	concepto	1	1	id_cat_conceptos_presupuesto
PRESUPUESTO_DETALLE	grupo	1	1	id_cat_grupos_presupuesto
PRESUPUESTO_DETALLE	PRIMARY	0	1	id_presupuesto_detalle
PRESUPUESTO_MES	PRIMARY	0	1	id_presupuesto_mes
PRESUPUESTO_MES_CERRADO	PRIMARY	0	1	id_presupuesto_mes_cerrado
PROYECTOS	fk_PROYECTOS_CAT_ESTADOS1_idx	1	1	id_cat_estados
PROYECTOS	fk_PROYECTOS_CAT_MUNICIPIOS1_idx	1	1	id_cat_municipios
PROYECTOS	PRIMARY	0	1	id_proyectos
PROYECTOS_DOCUMENTOS	PRIMARY	0	1	id_proyectos_documentos
PROYECTOS_FOLIO	PRIMARY	0	1	id_proyectos_folio
REGISTROS_VISITANTES	idx_registros_visitantes_hash	1	1	hash_unico
REGISTROS_VISITANTES	idx_registros_visitantes_tour	1	1	id_tour
REGISTROS_VISITANTES	idx_registros_visitantes_validado	1	1	validado
REGISTROS_VISITANTES	PRIMARY	0	1	id
REGISTROS_VISITANTES	unique_hash	0	1	hash_unico
RESUMEN_FINANCIERO	PRIMARY	0	1	id_resumen_financiero
RESUMEN_FINANCIERO_MES	PRIMARY	0	1	id_resumen_financiero_mes
ROLES_CONDOMINAL	PRIMARY	0	1	id_roles_condominal
ROLES_CONDOMINAL_HAS_CAT_MODULOS	fk_ROLES_CONDOMINAL_HAS_MODULOS_CAT_MODULOS1_idx	1	1	id_cat_modulos
ROLES_CONDOMINAL_HAS_CAT_MODULOS	fk_ROLES_CONDOMINAL_HAS_MODULOS_ROLES_CONDOMINAL_idx	1	1	id_roles_condominal
ROLES_CONDOMINAL_HAS_CAT_MODULOS	PRIMARY	0	1	id_roles_condominal_has_cat_modulos
TAREAS	fk_TAREAS_TEMAS1_idx	1	1	id_temas
TAREAS	PRIMARY	0	1	id_tareas
