CONVOCATORIAS_FECHAS	1
CAT_MODULOS	1
DCAT_CATEGORIAS_NOTIFICACIONES	1
PAGOS	1
ROLES_CONDOMINAL	2
CAT_TIPOS_NOTIFICACIONES	1
TOURS	1
artistas	2
CONVOCATORIAS	1
AREAS_PRIVATIVAS	7
TAREAS	1
TICKETS_DEPARTAMENTOS	1
CAT_CONCEPTOS_PRESUPUESTO	1
HISTORICO_PAGOS	1
CAT_TIPOS_CONVOCATORIAS	1
CAT_FORMAS_PAGO	2
DCAT_GIROS	2
CAT_GRUPOS_PRESUPUESTO	1
TEMAS	1
DCAT_CATEGORIAS_COMERCIAL	1
DIRECTORIO	6
CAT_GRUPOS_COBRO	3
